hostname,pl_name,ra,dec,st_rad,st_teff,st_mass
TOI-1235,TOI-1235 b,152.2182549,69.2766204,0.619,3997.0,0.63
HD 1397,HD 1397 b,4.4471631,-66.3589285,2.336,5521.0,1.324
Kepler-1519,Kepler-1519 b,296.6679448,49.4617774,0.91,5644.0,0.94
Kepler-121,Kepler-121 c,286.1621273,39.6780204,0.701,5311.0,0.859
Kepler-1801,Kepler-1801 c,295.1640095,39.2014024,0.981,5738.0,0.936
TOI-2000,TOI-2000 c,146.3970631,-66.6866307,1.134,5611.0,1.082
Kepler-1726,Kepler-1726 b,284.3861498,45.7197342,0.804,5316.0,0.876
K2-154,K2-154 c,189.0015173,-2.6696217,0.63,4097.0,0.65
WASP-11,WASP-11 b,47.3689472,30.6733817,0.89,4800.0,1.42
Kepler-286,Kepler-286 e,290.6761874,48.2942362,0.863,5580.0,0.83
HD 82886,HD 82886 b,143.9383526,34.7805902,5.26,4953.0,2.53
Kepler-275,Kepler-275 c,292.4797004,38.5149018,1.383,6165.0,1.189
K2-183,K2-183 c,125.007177,14.0194586,0.87,5482.0,0.942219
NGTS-21,NGTS-21 b,311.2583112,-35.4278412,0.86,4660.0,0.72
HD 108202,HD 108202 b,186.4613189,-1.1109233,0.66355,4556.03,0.74
BD-210397,BD-210397 c,33.3024198,-21.1962147,0.747,4051.0,0.69
TOI-1739,TOI-1739 b,240.172481,83.2586589,0.781,4814.0,0.78
Kepler-648,Kepler-648 b,283.8996207,45.0169137,0.98,5741.0,1.05
1RXS J160929.1-210524,1RXS J160929.1-210524 b,242.3762343,-21.0831403,1.31316,4060.0,0.85
Kepler-1462,Kepler-1462 b,296.397542,42.3969273,1.0,5756.0,1.0
TOI-2518,TOI-2518 b,105.4448495,-34.9196867,0.993374,5751.2,1.11
Kepler-124,Kepler-124 b,286.7527322,49.0648788,0.636,4984.0,0.706
Kepler-428,Kepler-428 b,290.5817432,40.5773106,0.8,5150.0,0.87
GJ 674,GJ 674 b,262.1700476,-46.8989826,0.36463,3600.0,0.35
TOI-5800,TOI-5800 b,305.0655462,-7.4119237,0.773,4850.0,0.778
HAT-P-50,HAT-P-50 b,118.0634379,12.1393474,1.698,6280.0,1.273
K2-233,K2-233 c,230.4799011,-20.2317975,0.71,4796.0,0.79
Kepler-1937,Kepler-1937 b,290.6583922,40.7785383,1.196,6457.0,1.19
Kepler-1946,Kepler-1946 b,282.3355387,42.8453417,0.873,5505.0,0.887
TOI-4465,TOI-4465 b,276.1340312,15.8418856,1.014,5545.0,0.93
TOI-2274,TOI-2274 b,277.459311,40.5414117,0.631,3943.0,0.612
K2-73,K2-73 b,335.025662,-9.0560881,1.058,5867.0,1.02
TOI-2420,TOI-2420 b,14.8268138,-19.7711643,2.369,5707.0,1.158
TOI-3540 A,TOI-3540 A b,328.9113712,28.1794996,1.228,5810.0,1.081
CoRoT-29,CoRoT-29 b,278.9020691,6.4795703,0.9,5260.0,0.97
Kepler-328,Kepler-328 c,295.8092756,40.0084866,1.06,6064.0,1.15
HD 109286,HD 109286 b,188.3958418,7.2809064,1.089,5694.0,0.98
HD 108874,HD 108874 c,187.6126029,22.8794399,1.05,5551.0,0.95
HD 285968,HD 285968 b,70.7353853,18.953358,0.478214,3703.49,0.5
WASP-50,WASP-50 b,43.6880738,-10.8980242,0.843,5400.0,0.892
Kepler-285,Kepler-285 b,291.3908469,48.0655392,0.808,5411.0,0.915
K2-398,K2-398 c,161.7349738,1.9367044,1.239,5946.0,0.945
Kepler-1607,Kepler-1607 b,296.0598685,42.6560582,1.21,6116.0,1.14
HD 134606,HD 134606 e,228.8103897,-70.5203328,1.158,5576.0,1.046
Kepler-1050,Kepler-1050 b,282.9249847,48.6264015,1.13,6010.0,1.09
Kepler-1145,Kepler-1145 b,295.3081524,43.0444026,0.75,5064.0,0.79
Kepler-957,Kepler-957 b,290.1563633,48.818971,0.75,4963.0,0.81
TOI-3856,TOI-3856 b,145.2229223,27.950158,1.055,5622.0,1.096
CoRoT-3,CoRoT-3 b,292.0552827,0.1218359,1.56,6740.0,1.37
Kepler-562,Kepler-562 b,290.1196007,46.2737393,0.9,5575.0,0.93
K2-294,K2-294 b,352.0516724,-7.6037856,1.2,5612.0,0.987
HD 93351,HD 93351 b,161.6779279,-1.6885763,0.911435,5408.0,0.94
HIP 65426,HIP 65426 b,201.1501727,-51.5045384,1.77,8840.0,1.96
XO-7,XO-7 b,277.4780753,85.2333208,1.48,6250.0,1.405
TOI-5734,TOI-5734 b,111.2558179,37.2311218,0.639,4750.0,0.724
Kepler-1740,Kepler-1740 b,293.873663,38.9224548,0.905,5705.0,0.943
HIP 34222,HIP 34222 b,106.4257786,27.4704132,0.6186,4050.0,0.62
Kepler-1852,Kepler-1852 b,288.0297157,40.3441934,0.826,5237.0,0.927
Kepler-1774,Kepler-1774 b,288.5743991,40.9886069,1.122,6214.0,1.101
Kepler-1277,Kepler-1277 b,295.1025166,40.5723736,0.92,5578.0,0.94
Kepler-249,Kepler-249 c,296.9853002,43.6586043,0.482,3568.0,0.510238
HATS-24,HATS-24 b,268.8907069,-61.7474,1.12,6125.0,1.07
HD 67087,HD 67087 c,121.9155672,31.5511553,1.55,6330.0,1.36
Kepler-185,Kepler-185 b,282.4681674,43.8899464,0.806,5208.0,0.763
Kepler-1294,Kepler-1294 b,291.2681037,44.4881624,0.97,5776.0,0.99
Kepler-401,Kepler-401 d,290.0827494,50.8634361,1.29,6184.0,1.17
K2-290,K2-290 b,234.8578846,-20.1988975,1.511,6302.0,1.194
Kepler-1362,Kepler-1362 b,288.5385574,40.8771276,0.74,4857.0,0.8
Kepler-49,Kepler-49 e,292.2945208,40.5918123,0.559,4252.0,0.549
WASP-154,WASP-154 b,327.7191734,-8.6359458,0.823,4774.0,0.8
Kepler-490,Kepler-490 b,295.025662,46.9559536,1.12,6045.0,1.08
HD 2952,HD 2952 b,8.2938367,54.8948177,10.9,4853.0,1.91
Kepler-774,Kepler-774 b,291.0318604,38.211894,2.42,6403.0,1.57
Kepler-77,Kepler-77 b,289.6079433,44.3454347,0.99,5520.0,0.95
TOI-756,TOI-756 b,192.103738,-45.4704709,0.505,3657.0,0.505
Qatar-3,Qatar-3 b,359.1519716,36.2129562,1.272,6007.0,1.145
L 98-59,L 98-59 b,124.5328604,-68.3144658,0.3155,3415.0,0.2923
Kepler-1567,Kepler-1567 b,286.695153,40.2918894,0.93,5655.0,0.95
Kepler-1406,Kepler-1406 b,292.0818824,38.9149472,1.12,5892.0,1.05
Kepler-758,Kepler-758 e,293.0846115,41.1354049,1.42,6228.0,1.16
Kepler-293,Kepler-293 b,286.3580611,42.4064917,0.957,5804.0,0.934
HD 135625,HD 135625 b,229.4511514,-45.9225871,1.35743,6040.64,1.28
HD 153557,HD 153557 b,254.4706516,47.3678558,0.745171,4837.0,0.79
GJ 2030,GJ 2030 c,50.8237604,-7.7950429,2.24104,5485.0,0.96
Kepler-1212,Kepler-1212 b,296.8534096,50.0373196,1.15,6051.0,1.1
Kepler-679,Kepler-679 b,296.0213374,50.5678019,0.84,5403.0,0.87
TOI-4794,TOI-4794 b,110.4835517,-12.5654781,1.451,6390.0,1.25
Kepler-1170,Kepler-1170 b,292.1685422,43.7795963,0.76,5069.0,0.8
Kepler-245,Kepler-245 e,291.6389972,42.4363482,0.8,5174.0,0.86
TOI-1836,TOI-1836 c,245.9079242,54.6900774,1.6454,6237.0,1.2518
HD 219828,HD 219828 c,349.6947029,18.6457524,1.56,5891.0,1.04
Kepler-487,Kepler-487 c,295.2872318,41.2220033,0.88,5444.0,0.91
HD 162020,HD 162020 b,267.6599252,-40.3184646,0.75,4723.0,0.42
TOI-2322,TOI-2322 b,116.9731027,-71.0019671,0.662,4664.0,0.703
K2-85,K2-85 b,59.464829,18.4649505,0.71,4232.0,0.7
Kepler-473,Kepler-473 b,286.6300796,38.9455907,1.34,5816.0,1.06
TOI-2133,TOI-2133 b,261.2438308,32.7983974,0.62,4250.0,0.644
Kepler-7,Kepler-7 b,288.5814928,41.0897335,1.966,5933.0,1.359
Kepler-1360,Kepler-1360 b,300.3440482,45.6231826,1.83,6778.0,1.51
TOI-4406,TOI-4406 b,18.0485164,-56.9253875,1.29,6219.0,1.19
HD 108147,HD 108147 b,186.4409852,-64.0223492,1.20664,6255.73,1.22
Kepler-611,Kepler-611 b,286.0049121,45.4803043,1.01,5761.0,1.01
Kepler-1635,Kepler-1635 b,285.3490542,45.5561768,0.85,5347.0,0.89
11 Com,11 Com b,185.1787793,17.7932516,13.76,4874.0,2.09
HD 136352,HD 136352 b,230.4401147,-48.3188174,1.058,5664.0,0.87
Kepler-1388,Kepler-1388 e,283.3360156,47.1744499,0.61,4098.0,0.63
CoRoT-6,CoRoT-6 b,281.0725563,6.6632062,1.025,6090.0,1.05
TOI-1173,TOI-1173 b,197.6830975,70.7680117,0.934,5350.0,0.911
WASP-127,WASP-127 b,160.5587646,-3.8349989,1.333,5620.0,0.95
Kepler-1162,Kepler-1162 c,283.2920273,45.4339813,0.859,5225.0,0.861
HD 134606,HD 134606 f,228.8103897,-70.5203328,1.158,5576.0,1.046
Kepler-1991,Kepler-1991 c,285.0360506,45.0709909,1.053,5478.0,0.914
HD 40307,HD 40307 b,88.5172191,-60.0237289,0.716684,4956.0,0.77
Kepler-316,Kepler-316 b,290.825835,44.1838993,0.52,4204.0,0.587
UCAC4 328-061594,UCAC4 328-061594 b,152.6991091,-24.4532674,,,1.19
Kepler-1560,Kepler-1560 b,292.7846013,43.21601,1.02,5815.0,1.02
Kepler-1440,Kepler-1440 b,285.3469737,48.3122283,0.96,5698.0,0.98
Kepler-220,Kepler-220 d,291.5060432,46.8956262,0.666,4632.0,0.729
HD 191939,HD 191939 b,302.0256247,66.8503014,0.94,5348.0,0.81
Kepler-1068,Kepler-1068 b,294.6481708,46.3923173,1.01,5806.0,1.01
TOI-1273,TOI-1273 b,214.1208564,58.3902534,1.06,5690.0,1.06
Kepler-1317,Kepler-1317 b,291.6118842,42.1159787,0.79,5144.0,0.83
HAT-P-56,HAT-P-56 b,100.8480137,27.2521823,1.47,6566.0,1.42
Kepler-462,Kepler-462 b,299.8211502,43.8142793,1.57,7500.0,1.59
TOI-1107,TOI-1107 b,155.6078632,-82.2188693,1.81,6311.0,1.35
Kepler-1728,Kepler-1728 b,287.0940046,39.0607801,0.807,5170.0,0.891
Kepler-32,Kepler-32 c,297.8423073,46.5743595,0.53,3900.0,0.58
HD 8574,HD 8574 b,21.3033807,28.5660169,1.38,6064.0,1.34
Kepler-62,Kepler-62 e,283.2125621,45.3496992,0.64,4925.0,0.69
TOI-6002,TOI-6002 b,299.6142524,32.2871702,0.2432,3229.0,0.2101
51 Eri,51 Eri b,69.4007424,-2.4738245,1.45,7422.0,1.75
Kepler-1370,Kepler-1370 c,284.5656897,41.7784781,1.29,6202.0,1.19
KELT-2 A,KELT-2 A b,92.6640226,30.9571333,1.93,6327.0,1.54
HATS-71,HATS-71 b,15.5518893,-61.7561333,0.4783,3405.0,0.4861
HATS-47,HATS-47 b,287.4844021,-49.6649424,0.6564,4512.0,0.674
Kepler-1619,Kepler-1619 b,285.703595,44.4221528,1.0,5852.0,1.0
Kepler-591,Kepler-591 b,286.024052,48.431729,0.94,5677.0,0.97
K2-372,K2-372 b,130.7988719,13.0094226,0.922,5479.0,0.847
Kepler-145,Kepler-145 b,291.3877397,44.5290465,1.85,6022.0,1.32
PH1,PH1 b,298.2150641,39.9550863,1.734,6407.0,1.528
K2-72,K2-72 c,334.6227504,-9.6120084,0.330989,3360.47,0.271365
KELT-6,KELT-6 b,195.9818362,30.640145,1.73,6102.0,1.42
BD-13 2130,BD-13 2130 b,114.2884692,-13.9066703,19.17,4545.0,2.12
Kepler-1746,Kepler-1746 b,288.3203979,42.2613874,1.286,6018.0,1.09
Kepler-269,Kepler-269 c,290.2151459,41.775981,0.959,5847.0,0.92
Kepler-206,Kepler-206 d,291.6346564,41.8338415,1.185,5764.0,0.957
HD 89307,HD 89307 b,154.5874958,12.6209392,1.1,5955.0,1.27
HD 14787,HD 14787 b,35.8085099,10.8367972,5.01,4946.0,1.43
TOI-2524,TOI-2524 b,160.8868435,-1.9126984,1.119,5831.0,1.007
Kepler-297,Kepler-297 d,283.2091605,48.7776156,0.897,5618.0,0.846
HD 2638,HD 2638 b,7.4990038,-5.76496,0.94,5186.0,0.77
Kepler-995,Kepler-995 b,284.6157154,39.130998,0.8,5206.0,0.83
Kepler-236,Kepler-236 c,283.8664285,39.8981928,0.51,3750.0,0.596005
TOI-2328,TOI-2328 b,31.6907424,-81.247376,0.9,5525.0,0.95
HIP 67537,HIP 67537 b,207.5808445,-39.9008996,8.69,4985.0,2.316
Kepler-305,Kepler-305 c,299.2242557,40.343167,0.8,5080.0,0.76
HD 77338,HD 77338 b,135.3022475,-25.5282343,0.97,5341.0,1.37
KOI-3503,KOI-3503 c,293.1507654,41.7291532,1.255,6001.0,0.858
TOI-2152,TOI-2152 A b,26.3389717,77.7901231,1.612,6630.0,1.516
HD 83443,HD 83443 b,144.2994103,-43.272721,0.94,5442.0,1.0
HD 133131 A,HD 133131 A b,225.8984524,-27.8431369,0.955014,5799.0,0.95
HD 66428,HD 66428 c,120.8691654,-1.1636019,1.13,5716.0,1.01
Kepler-607,Kepler-607 b,291.0571451,44.632306,0.8,5196.0,0.84
Kepler-860,Kepler-860 b,295.5772681,46.2547028,1.06,5836.0,1.04
HD 196067,HD 196067 b,310.4364195,-75.3514992,1.71,6072.0,1.16
Kepler-1039,Kepler-1039 b,298.3266169,45.3154212,0.74,4870.0,0.79
Kepler-228,Kepler-228 c,296.2860853,48.2246328,1.014,6043.0,1.006
TIC 178172313,TIC 178172313 b,43.4062672,-32.077048,0.84345,5405.59,0.91
Kepler-378,Kepler-378 b,294.9489697,46.4388673,0.671,4661.0,0.78
HD 4208,HD 4208 b,11.1125532,-26.5150392,0.846,5717.0,0.883
HD 148156,HD 148156 b,247.0723035,-46.3175085,1.21,6308.0,1.22
HD 168746,HD 168746 b,275.4573269,-11.9229757,1.09,5570.0,1.07
HD 20781,HD 20781 c,50.0139757,-28.7841175,0.833609,5256.0,0.7
Kepler-1779,Kepler-1779 b,300.4174607,45.6054854,1.056,5730.0,1.008
K2-32,K2-32 d,252.426008,-19.5430504,0.86,5271.0,0.83
HD 100508,HD 100508 b,173.3014057,-67.0546386,1.0179,5419.0,0.94
HD 184010,HD 184010 b,292.8401421,26.6172796,4.86,4971.0,1.35
Kepler-1220,Kepler-1220 b,297.070398,42.9777396,0.99,5842.0,1.0
Kepler-1119,Kepler-1119 b,297.0191018,44.3274936,1.17,6083.0,1.11
Kepler-146,Kepler-146 b,294.1107631,38.7102222,1.208,5948.0,1.079
HD 82943,HD 82943 b,143.7114034,-12.1302976,1.1826,5935.0,1.08
TOI-2084,TOI-2084 b,259.2545389,72.7470231,0.475,3551.0,0.453
OGLE-2023-BLG-0766L,OGLE-2023-BLG-0766L b,269.829625,-28.3246889,,,0.39
HD 109749,HD 109749 b,189.3173489,-40.8121458,1.22,5824.0,1.13
HD 4760,HD 4760 b,12.4161652,6.4071412,42.4,4076.0,1.05
TOI-2093,TOI-2093 c,302.7375229,70.8696532,0.729,4426.0,0.745
HAT-P-7,HAT-P-7 b,292.24719,47.9695429,2.0,6389.0,1.56
2MASS J02192210-3925225,2MASS J02192210-3925225 b,34.8427046,-39.4230767,0.281,3064.0,0.108
TOI-2015,TOI-2015 c,232.1326528,27.361073,0.3273,3297.0,0.3041
HD 10180,HD 10180 g,24.4731133,-60.5114881,1.109,5911.0,1.06
HIP 113103,HIP 113103 c,343.5723794,-43.0102291,0.742,4930.0,0.761
Kepler-1254,Kepler-1254 b,285.1733174,48.7700099,0.75,4985.0,0.78
TOI-5788,TOI-5788 c,287.4249017,31.7615284,0.87,5615.0,0.87
Kepler-30,Kepler-30 b,285.2836483,38.9472625,0.95,5498.0,0.99
Kepler-909,Kepler-909 b,289.5063796,45.3709728,1.23,6154.0,1.17
Kepler-1488,Kepler-1488 b,286.6464265,49.9377735,1.31,5820.0,1.05
Kepler-557,Kepler-557 b,293.7084179,41.6151084,1.16,6068.0,1.11
K2-342,K2-342 b,133.1218996,21.2386816,1.09,5920.0,1.01
K2-195,K2-195 b,199.8315191,-8.5095364,0.99,5713.0,0.94
Kepler-842,Kepler-842 b,292.3285976,49.6535171,0.73,4848.0,0.78
TOI-5292 A,TOI-5292 A b,344.2223631,-8.1197473,0.611,3919.0,0.596
Kepler-81,Kepler-81 c,293.6369437,42.8248275,0.59,4385.0,0.64
Kepler-196,Kepler-196 b,284.9685077,42.0791214,0.782,5128.0,0.839
Kepler-179,Kepler-179 b,298.6636163,47.7619329,0.759,5302.0,0.893
TIC 365102760,TIC 365102760 b,305.8398236,54.3943194,3.13,4900.0,1.17
K2-146,K2-146 b,130.0266951,19.0923416,0.33,3385.0,0.331
WASP-158,WASP-158 b,4.1463468,-10.9764226,1.39,6350.0,1.38
KIC 3526061,KIC 3526061 b,285.1863974,38.6111112,5.86,4829.0,1.42
Kepler-711,Kepler-711 b,297.4600468,42.8398172,0.8,5222.0,0.84
TOI-1347,TOI-1347 b,280.3266806,70.2900536,0.83,5464.0,0.913
Kepler-738,Kepler-738 b,287.5696516,46.5679011,0.82,5327.0,0.86
Kepler-131,Kepler-131 b,288.5308924,40.942373,1.03,5685.0,1.02
TOI-469,HIP 29442 d,93.0578446,-14.6493167,0.98,5289.0,0.901
Kepler-1941,Kepler-1941 b,296.6270184,49.353891,1.142,6404.0,1.175
Kepler-1850,Kepler-1850 b,287.1428295,43.6161177,0.6,4239.0,0.611
K2-28,K2-28 b,335.6233145,-7.9563525,0.288,3214.0,0.257
HD 34445,HD 34445 b,79.4207483,7.3527156,1.38,5879.0,1.14
TOI-2796,TOI-2796 b,84.1527191,0.8962788,1.069,5764.0,1.063
TOI-6054,TOI-6054.02,56.337007,60.350917,1.662,6047.0,1.107
TOI-2184,TOI-2184 b,100.8331246,-66.9476563,2.9,5966.0,1.53
WASP-26,WASP-26 b,4.6030424,-15.2674044,1.22,6034.0,0.86
Kepler-92,Kepler-92 d,289.0860607,41.5630224,1.81719,5904.34,1.07
TOI-2005,TOI-2005 b,164.031654,-43.3766967,2.02,7130.0,1.59
K2-199,K2-199 c,208.9014508,-6.1360833,0.682,4491.0,0.711
HD 215152,HD 215152 e,340.8380941,-6.4020685,0.73,4935.0,0.77
Kepler-341,Kepler-341 b,289.8615609,43.4727412,1.024,6012.0,0.976
Kepler-197,Kepler-197 e,295.2264739,50.5592348,1.12,6004.0,0.857
TOI-1260,TOI-1260 d,157.1440712,65.8541986,0.672,4227.0,0.679
K2-402,K2-402 b,161.451913,6.419318,1.28,5716.0,0.944
Kepler-194,Kepler-194 d,291.971429,47.8640498,1.025,6089.0,0.94
K2-160,K2-160 b,184.0545174,-3.5530888,0.913754,5649.0,0.982829
K2-239,K2-239 c,160.5941265,4.4413751,0.36,3420.0,0.4
KIC 9663113,KIC 9663113 b,297.0454037,46.3286653,1.03,6065.0,0.98
HAT-P-58,HAT-P-58 b,68.8465093,56.8682691,1.53,6078.0,1.031
Kepler-1879,Kepler-1879 b,289.3644209,41.5332589,1.388,5865.0,1.023
WASP-58,WASP-58 b,274.7012534,45.1722194,1.22,5800.0,1.06
Kepler-723,Kepler-723 b,284.8304434,44.6580932,0.89,5539.0,0.92
HD 88986,HD 88986 b,154.1166869,28.6820708,1.543,5861.0,1.25
Kepler-1694,Kepler-1694 b,293.7936339,40.241023,0.756284,4954.0,0.82
Kepler-20,Kepler-20 c,287.6979913,42.3385782,0.9164,5495.0,0.929
Kepler-114,Kepler-114 c,294.121482,48.3497977,0.54,4660.0,0.56
K2-79,K2-79 b,55.2559307,13.5191871,1.269,5897.0,1.06
GJ 1061,GJ 1061 b,54.0032486,-44.5143104,0.156,2953.0,0.12
HD 18143,HD 18143 c,43.9140248,26.8723829,0.87,5078.0,0.85
Kepler-392,Kepler-392 b,288.660826,43.3681938,1.129,5938.0,0.874
HD 213519,HD 213519 b,337.7727845,45.1452472,1.08287,5840.0,1.05
24 Boo,24 Boo b,217.1555242,49.8446488,12.19,4816.0,1.05
TOI-4930,TOI-4930 b,208.6418883,-45.1544786,1.15926,5624.72,1.04
Kepler-411,Kepler-411 b,287.6057027,49.5233937,0.82,4974.0,0.87
TOI-954,TOI-954 b,61.9410587,-25.2088028,1.892,5710.0,1.201
Kepler-347,Kepler-347 b,289.1995995,49.3056404,1.005,6088.0,0.922
TOI-4559,TOI-4559 b,211.0135378,-30.0141252,0.374,3558.0,0.392
TOI-5319,TOI-5319 b,35.2135563,23.5204408,0.485,3580.0,0.5
Kepler-1721,Kepler-1721 b,283.5441984,45.2256548,0.796,5351.0,0.89
KOI-4978,KOI-4978 b,286.5907635,38.5582993,0.966,5050.28,0.859
HD 224538,HD 224538 b,359.7164302,-61.5868613,1.54,6097.0,1.23
Kepler-819,Kepler-819 b,295.3708312,39.1772925,0.81,5279.0,0.86
HAT-P-20,HAT-P-20 b,111.9164295,24.3361185,0.694,4595.0,0.756
Kepler-749,Kepler-749 b,299.8973341,43.9040667,0.75,5009.0,0.79
Kepler-1446,Kepler-1446 b,289.4240357,46.7260823,0.75,4865.0,0.81
HATS-66,HATS-66 b,101.3948048,-33.8816918,1.841,6626.0,1.411
GJ 238,GJ 238 b,98.454881,-58.5250316,0.4314,3485.0,0.4193
HIP 4845,HIP 4845 b,15.5881733,-10.4246208,0.603999,4010.0,0.62
HATS-53,HATS-53 b,176.628323,-33.8600764,1.101,5644.0,0.964
HAT-P-22,HAT-P-22 b,155.6814593,50.1287115,1.11,5302.0,1.13
K2-381,K2-381 c,288.0267612,-21.0075789,0.675,4473.0,0.754
TOI-700,TOI-700 d,97.0957165,-65.5786149,0.421,3459.0,0.415
Qatar-5,Qatar-5 b,7.0539375,42.0613451,1.076,5747.0,1.128
Kepler-1354,Kepler-1354 b,291.2451266,37.7590079,1.24,6168.0,1.16
TOI-5422,TOI-5422 b,86.8436173,25.6260342,1.474,5820.0,1.066
Kepler-607,Kepler-607 c,291.0571451,44.632306,0.888,5244.0,0.808
GJ 9689,GJ 9689 b,303.467731,13.3888921,0.57,3836.0,0.59
Kepler-1715,Kepler-1715 b,293.9297337,41.6029048,1.209,6212.0,1.082
K2-16,K2-16 b,175.0972238,4.5574311,0.66,4742.0,0.68
WASP-161,WASP-161 b,126.3378248,-11.5009889,1.712,6400.0,1.39
Kepler-259,Kepler-259 b,288.2119707,46.6150461,0.898,5938.0,0.867
Kepler-823,Kepler-823 b,284.5825682,39.2201737,0.96,5643.0,0.98
Kepler-1727,Kepler-1727 b,290.3336142,38.7282722,0.82,5349.0,0.824
HD 79181,HD 79181 b,137.9944736,-19.7474341,11.06,4862.0,1.28
Kepler-197,Kepler-197 d,295.2264739,50.5592348,1.12,6004.0,0.857
GJ 3323,GJ 3323 c,75.4868824,-6.9485133,0.119,3159.0,0.164
Kepler-1092,Kepler-1092 b,297.7232008,47.1126833,1.0,5862.0,0.99
Kepler-184,Kepler-184 d,291.9518784,43.0746172,0.873,5788.0,0.872
K2-90,K2-90 c,59.1527391,22.4724517,0.634754,4421.98,0.704613
Kepler-601,Kepler-601 b,282.0046852,42.1764657,0.79,5160.0,0.85
Kepler-781,Kepler-781 b,287.6535874,47.4147762,0.78,5162.0,0.81
Kepler-1150,Kepler-1150 b,296.7244553,49.5326846,0.72,4754.0,0.76
Kepler-390,Kepler-390 c,291.6288086,41.2088351,0.776,5166.0,0.787
Kepler-1513,Kepler-1513 c,289.7917561,39.2852655,0.95,5491.0,0.943
K2-62,K2-62 c,334.3645089,-12.1874776,0.696,4455.0,0.67
TOI-178,TOI-178 d,7.3020115,-30.4541159,0.662,4316.0,0.647
HD 189733,HD 189733 b,300.1821223,22.7097759,0.75,5052.0,0.79
K2-72,K2-72 b,334.6227504,-9.6120084,0.330989,3360.47,0.271365
HD 155358,HD 155358 b,257.3930947,33.3549277,1.38,5905.0,1.15
TOI-2104,TOI-2104 b,151.6122146,83.0878397,0.723757,4856.13,0.8
DS Tuc A,DS Tuc A b,354.9154673,-69.196043,0.964,5428.0,1.01
Kepler-222,Kepler-222 d,287.9060885,46.9377479,0.869,5433.0,0.933
TOI-2257,TOI-2257 b,194.7396141,77.6617157,0.313,3430.0,0.328
K2-285,K2-285 d,349.3843458,1.3001522,0.787,4975.0,0.83
HD 175607,HD 175607 b,285.2742901,-66.1943379,0.7,5392.0,0.71
HD 140901,HD 140901 c,236.8689866,-37.9172333,0.95,5610.0,1.06
Kepler-104,Kepler-104 d,287.6046621,42.1665104,1.349,5711.0,0.818
GJ 3293,GJ 3293 c,67.1484425,-25.1713396,0.404,3466.0,0.42
Kepler-38,Kepler-38 b,286.830312,42.2791434,1.752,5623.0,0.941
Kepler-1918,Kepler-1918 b,292.530546,42.2145765,0.924,5889.0,0.967
Kepler-20,Kepler-20 e,287.6979913,42.3385782,0.9164,5495.0,0.929
TOI-1438,TOI-1438 c,280.9237844,74.9378327,0.82,5230.0,0.876
HIP 97233,HIP 97233 b,296.4221207,-0.6968794,5.34,5020.0,1.81
Kepler-247,Kepler-247 d,288.6425609,43.0393769,0.768,5100.0,0.887
K2-114,K2-114 b,127.882912,11.922255,0.832,4899.0,0.863
TOI-1518,TOI-1518 b,352.2675207,67.0348062,1.942,7299.0,1.88
Kepler-85,Kepler-85 d,290.9734395,45.2902761,0.893,5436.0,0.947
NGTS-25,NGTS-25 b,307.4182976,-39.0323568,0.86,5321.0,0.91
Kepler-813,Kepler-813 b,285.6626752,48.4353251,0.93,5743.0,0.95
GJ 649,GJ 649 b,254.5363221,25.7419719,0.5,3734.0,0.51
K2-282,EPIC 220554210 c,13.4321524,7.9952914,1.0,5499.0,0.94
NN Ser,NN Ser c,238.2337015,12.9120871,,57000.0,0.535
MASCARA-1,MASCARA-1 b,317.5515264,10.7388967,2.082,7490.0,1.9
TOI-277,TOI-277 b,19.0766985,-20.9532772,0.362,4031.0,0.16
TOI-2525,TOI-2525 c,86.8509737,-60.5213081,0.785,5096.0,0.849
Kepler-438,Kepler-438 b,281.6457236,41.9510686,0.52,3748.0,0.544
ZTF J1828+2308,ZTF J1828+2308 b,277.2031946,23.1439121,0.0131,15900.0,0.61
Kepler-693,Kepler-693 b,283.253527,40.3582155,0.72,4881.0,0.76
TOI-2025,TOI-2025 b,282.7952558,82.2454143,1.459,5977.0,1.199
TOI-1248,TOI-1248 b,259.0235918,63.1056072,0.8686,5205.0,0.9042
TIC 139270665,TIC 139270665 c,124.0338967,33.2914532,1.016,5844.0,1.035
Kepler-387,Kepler-387 b,287.7982699,45.6567655,1.046,5774.0,0.85
K2-263,K2-263 b,129.6821253,15.6806039,0.85,5368.0,0.88
HD 192310,HD 192310 c,303.8284712,-27.0337556,0.857922,5166.0,0.8
WASP-110,WASP-110 b,305.8724366,-44.0587001,0.853,5392.0,0.814
Kepler-1423,Kepler-1423 b,288.2437481,41.1100655,0.75,4939.0,0.79
Kepler-1869,Kepler-1869 b,292.6149958,42.7643438,0.902,5808.0,0.987
Kepler-8,Kepler-8 b,281.2881335,42.4510975,1.486,6213.0,1.213
KOI-142,KOI-142 b,291.1481028,40.669413,0.897,5466.0,0.99
Kepler-1998,Kepler-1998 b,283.4291536,47.5923973,0.921,5640.0,0.962
TOI-6695,TOI-6695 c,129.5720221,-23.550217,1.517,6400.0,1.338
EPIC 206317286,EPIC 206317286 b,337.6178427,-7.972456,0.669,4752.0,0.711
Kepler-80,Kepler-80 c,296.1125759,39.9787451,0.678,4540.0,0.73
HD 73267,HD 73267 b,129.0735123,-34.4594469,0.909,5387.0,0.93
EPIC 211822797,EPIC 211822797 b,130.4102091,17.6399744,0.58,4057.0,0.62
